1,3.85621E+17
1,3.85621E+17
1,3.85622E+17
1,3.85622E+17
1,3.85622E+17
1,3.85622E+17
1,3.85622E+17
1,3.85622E+17
1,3.85623E+17
1,3.85623E+17
1,3.85623E+17
1,3.85623E+17
1,3.85623E+17
1,3.85624E+17
1,3.85624E+17
1,3.85624E+17
1,3.85624E+17
1,3.85624E+17
1,3.85625E+17
1,3.85625E+17
1,3.85625E+17
1,3.85625E+17
1,3.85625E+17
1,3.85625E+17
1,3.85626E+17
1,3.85626E+17
1,3.85626E+17
1,3.85626E+17
1,3.85626E+17
1,3.85627E+17
1,3.85627E+17
1,3.85627E+17
1,3.85627E+17
1,3.85627E+17
1,3.85627E+17
1,3.85628E+17
1,3.85628E+17
1,3.85628E+17
1,3.85628E+17
1,3.85628E+17
1,3.85629E+17
1,3.85629E+17
1,3.85629E+17
1,3.85668E+17
1,3.85669E+17
1,3.85673E+17
1,3.85675E+17
1,3.85675E+17
1,3.85676E+17
1,3.85676E+17
1,3.85678E+17
1,3.85679E+17
1,3.8568E+17
1,3.8568E+17
1,3.8568E+17
1,3.85681E+17
1,3.85681E+17
1,3.85686E+17
1,3.85686E+17
1,3.85688E+17
1,3.85688E+17
1,3.85689E+17
1,3.8569E+17
1,3.85691E+17
1,3.85694E+17
1,3.85695E+17
1,3.85699E+17
1,3.857E+17
1,3.85702E+17
1,3.85703E+17
1,3.85706E+17
1,3.85706E+17
1,3.85707E+17
1,3.85707E+17
1,3.8571E+17
1,3.85711E+17
1,3.85711E+17
1,3.85712E+17
1,3.85714E+17
1,3.85715E+17
1,3.85715E+17
1,3.85715E+17
1,3.85716E+17
1,3.85716E+17
1,3.85717E+17
1,3.85718E+17
1,3.85721E+17
1,3.85721E+17
1,3.85722E+17
1,3.85723E+17
1,3.85723E+17
1,3.85724E+17
1,3.85725E+17
1,3.85725E+17
1,3.85727E+17
1,3.85728E+17
1,3.85728E+17
1,3.85729E+17
1,3.85729E+17
1,3.85729E+17
1,3.85729E+17
1,3.8573E+17
1,3.85731E+17
1,3.85732E+17
1,3.85733E+17
1,3.85734E+17
1,3.85734E+17
1,3.85735E+17
1,3.85735E+17
1,3.85735E+17
1,3.85737E+17
1,3.85737E+17
1,3.85738E+17
1,3.85738E+17
1,3.85739E+17
1,3.85739E+17
1,3.8574E+17
1,3.8574E+17
1,3.85741E+17
1,3.85741E+17
1,3.85741E+17
1,3.85742E+17
1,3.85742E+17
1,3.85742E+17
1,3.85743E+17
1,3.85743E+17
1,3.85744E+17
1,3.85744E+17
1,3.85744E+17
1,3.85744E+17
1,3.85744E+17
1,3.85745E+17
1,3.85746E+17
1,3.85747E+17
1,3.85747E+17
1,3.85747E+17
1,3.85747E+17
1,3.85747E+17
1,3.85748E+17
1,3.85749E+17
1,3.85749E+17
1,3.85749E+17
1,3.85749E+17
1,3.8575E+17
1,3.8575E+17
1,3.8575E+17
1,3.85751E+17
1,3.85751E+17
1,3.85752E+17
1,3.85752E+17
